"id","age","job","marital","education","default_credit","housing_loan","personal_loan","contact","month","day","duration","campaign","prev_days","prev_num_contact","prev_outcome","decision"
"13290","39","housemaid","married","basic","no","no","no","cellular","jul","wed","94","1","999","0","nonexistent","no"
"13291","39","housemaid","married","basic","no","no","no","cellular","jul","wed","102","1","999","0","nonexistent","no"
"13292","33","services","married","high school","no","yes","yes","cellular","jul","wed","172","1","999","0","nonexistent","no"
"13293","45","blue-collar","divorced","professional degree","no","no","no","cellular","jul","wed","176","1","999","0","nonexistent","no"
"13294","45","blue-collar","divorced","professional degree","no","yes","no","cellular","jul","wed","74","1","999","0","nonexistent","no"
"13295","34","self-employed","single","university degree","no","yes","no","cellular","jul","wed","378","1","999","0","nonexistent","no"
"13296","26","services","single","university degree","no","yes","no","cellular","jul","wed","70","1","999","0","nonexistent","no"
"13297","35","technician","single","high school","no","yes","no","cellular","jul","wed","294","1","999","0","nonexistent","no"
"13298","39","services","married","basic","no","yes","no","telephone","jul","wed","183","2","999","0","nonexistent","no"
"13299","52","housemaid","married","basic","no","no","no","cellular","jul","wed","728","1","999","0","nonexistent","no"
"13300","25","services","single","high school","no","no","no","cellular","jul","wed","643","1","999","0","nonexistent","no"
"13301","36","admin","divorced","high school","no","yes","no","cellular","jul","wed","111","4","999","0","nonexistent","no"
"13302","39","admin","married","basic","no","no","no","cellular","jul","wed","131","1","999","0","nonexistent","no"
"13303","36","admin","married","university degree","no","yes","no","cellular","jul","wed","203","3","999","0","nonexistent","no"
"13304","39","admin","married","basic","no","no","no","cellular","jul","wed","108","1","999","0","nonexistent","no"
"13305","39","entrepreneur","divorced","basic","no","yes","yes","cellular","jul","wed","1317","2","999","0","nonexistent","no"
"13306","49","services","married","high school","no","no","no","cellular","jul","wed","313","1","999","0","nonexistent","no"
"13307","41","admin","divorced","high school","no","no","no","cellular","jul","wed","364","1","999","0","nonexistent","no"
"13308","24","technician","single","professional degree","no","yes","no","cellular","jul","wed","171","5","999","0","nonexistent","no"
"13309","29","technician","married","professional degree","no","no","no","cellular","jul","wed","290","2","999","0","nonexistent","no"
"13310","60","self-employed","married","basic","no","yes","no","cellular","jul","wed","659","1","999","0","nonexistent","no"
"13311","42","blue-collar","married","basic","no","yes","no","cellular","jul","wed","77","1","999","0","nonexistent","no"
"13312","42","unemployed","married","high school","no","no","no","cellular","jul","wed","140","3","999","0","nonexistent","no"
"13313","40","services","married","high school","no","no","no","cellular","jul","wed","83","1","999","0","nonexistent","no"
"13314","34","blue-collar","married","basic","no","yes","no","cellular","jul","wed","87","1","999","0","nonexistent","no"
"13315","38","blue-collar","single","university degree","no","no","no","cellular","jul","wed","176","1","999","0","nonexistent","no"
"13316","29","entrepreneur","married","professional degree","no","no","no","cellular","jul","wed","736","4","999","0","nonexistent","no"
"13317","38","blue-collar","single","university degree","no","yes","no","cellular","jul","wed","458","1","999","0","nonexistent","no"
"13318","34","blue-collar","married","basic","no","no","no","cellular","jul","wed","384","1","999","0","nonexistent","no"
"13319","28","technician","single","university degree","no","yes","no","cellular","jul","wed","174","7","999","0","nonexistent","no"
"13320","33","admin","single","university degree","no","yes","no","telephone","jul","wed","161","1","999","0","nonexistent","no"
"13321","36","blue-collar","married","high school","no","yes","no","cellular","jul","wed","295","1","999","0","nonexistent","no"
"13322","32","self-employed","single","university degree","no","no","no","cellular","jul","wed","312","1","999","0","nonexistent","no"
"13323","34","management","married","university degree","no","no","no","cellular","jul","wed","90","1","999","0","nonexistent","no"
"13324","29","services","single","high school","no","yes","no","telephone","jul","wed","206","1","999","0","nonexistent","no"
"13325","38","services","married","high school","no","no","no","telephone","jul","wed","304","1","999","0","nonexistent","no"
"13326","57","blue-collar","married","basic","no","no","no","telephone","jul","wed","49","1","999","0","nonexistent","no"
"13327","27","blue-collar","single","basic","no","yes","no","cellular","jul","wed","181","1","999","0","nonexistent","no"
"13328","57","blue-collar","married","basic","no","yes","no","telephone","jul","wed","106","1","999","0","nonexistent","no"
"13329","57","blue-collar","married","basic","no","yes","no","cellular","jul","wed","601","1","999","0","nonexistent","no"
"13330","57","housemaid","married","university degree","no","yes","no","cellular","jul","wed","113","1","999","0","nonexistent","no"
"13331","21","blue-collar","single","basic","no","no","no","cellular","jul","wed","219","1","999","0","nonexistent","no"
"13332","21","blue-collar","single","basic","no","no","no","cellular","jul","wed","208","1","999","0","nonexistent","no"
"13333","21","blue-collar","single","basic","no","no","no","cellular","jul","wed","359","1","999","0","nonexistent","no"
"13334","57","housemaid","married","university degree","no","no","no","cellular","jul","wed","388","1","999","0","nonexistent","no"
"13335","30","admin","married","university degree","no","no","no","cellular","jul","wed","397","6","999","0","nonexistent","no"
"13336","34","blue-collar","married","basic","no","yes","no","cellular","jul","wed","431","1","999","0","nonexistent","no"
"13337","27","technician","single","university degree","no","yes","no","cellular","jul","wed","71","1","999","0","nonexistent","no"
"13338","40","blue-collar","married","basic","no","yes","no","cellular","jul","wed","480","1","999","0","nonexistent","no"
"13339","34","blue-collar","single","basic","no","no","no","cellular","jul","wed","218","3","999","0","nonexistent","no"
"13340","27","blue-collar","single","basic","no","yes","no","cellular","jul","wed","676","5","999","0","nonexistent","no"
"13341","30","technician","single","university degree","no","no","no","telephone","jul","wed","74","1","999","0","nonexistent","no"
"13342","53","admin","divorced","university degree","no","yes","no","cellular","jul","wed","240","2","999","0","nonexistent","no"
"13343","33","blue-collar","married","basic","no","no","no","telephone","jul","wed","292","1","999","0","nonexistent","no"
"13344","60","blue-collar","married","basic","no","no","no","telephone","jul","wed","83","1","999","0","nonexistent","no"
"13345","33","blue-collar","married","basic","no","no","no","cellular","jul","wed","391","1","999","0","nonexistent","no"
"13346","60","blue-collar","married","basic","no","no","yes","telephone","jul","wed","271","1","999","0","nonexistent","no"
"13347","40","blue-collar","married","basic","no","yes","no","cellular","jul","wed","131","4","999","0","nonexistent","no"
"13348","39","technician","single","high school","no","yes","no","telephone","jul","wed","233","7","999","0","nonexistent","no"
"13349","34","admin","married","high school","no","yes","no","cellular","jul","wed","293","1","999","0","nonexistent","no"
"13350","34","admin","married","high school","no","no","no","cellular","jul","wed","391","1","999","0","nonexistent","no"
"13351","34","admin","married","high school","no","no","yes","cellular","jul","wed","432","1","999","0","nonexistent","no"
"13352","34","admin","married","high school","no","yes","yes","cellular","jul","wed","411","1","999","0","nonexistent","no"
"13353","20","admin","single","high school","no","no","no","cellular","jul","wed","208","4","999","0","nonexistent","no"
"13354","57","blue-collar","married","basic","no","yes","no","cellular","jul","wed","61","4","999","0","nonexistent","no"
"13355","34","admin","married","high school","no","no","no","cellular","jul","wed","359","5","999","0","nonexistent","yes"
"13356","41","unemployed","single","high school","no","no","no","cellular","jul","wed","197","1","999","0","nonexistent","no"
"13357","24","management","married","university degree","no","no","no","cellular","jul","wed","530","2","999","0","nonexistent","no"
"13358","41","unemployed","single","high school","no","yes","no","cellular","jul","wed","156","1","999","0","nonexistent","no"
"13359","27","unemployed","married","basic","no","no","yes","telephone","jul","wed","399","8","999","0","nonexistent","no"
"13360","28","admin","single","university degree","no","yes","yes","cellular","jul","wed","328","3","999","0","nonexistent","no"
"13361","25","technician","married","university degree","no","no","no","telephone","jul","wed","446","1","999","0","nonexistent","no"
"13362","34","admin","married","university degree","no","no","no","cellular","jul","wed","266","1","999","0","nonexistent","no"
"13363","27","blue-collar","single","basic","no","yes","no","cellular","jul","wed","211","11","999","0","nonexistent","no"
"13364","29","technician","married","professional degree","no","no","no","cellular","jul","wed","263","2","999","0","nonexistent","no"
"13365","32","admin","married","university degree","no","no","no","cellular","jul","wed","226","2","999","0","nonexistent","no"
"13366","46","technician","married","university degree","no","no","no","cellular","jul","wed","364","1","999","0","nonexistent","no"
"13367","39","technician","married","professional degree","no","yes","no","cellular","jul","wed","231","2","999","0","nonexistent","no"
"13368","46","technician","married","university degree","no","no","no","telephone","jul","wed","60","1","999","0","nonexistent","no"
"13369","52","retired","married","basic","no","no","no","cellular","jul","wed","171","3","999","0","nonexistent","no"
"13370","27","technician","divorced","professional degree","no","yes","no","cellular","jul","wed","243","5","999","0","nonexistent","no"
"13371","28","blue-collar","single","basic","no","no","no","telephone","jul","wed","137","16","999","0","nonexistent","no"
"13372","27","technician","single","university degree","no","yes","no","cellular","jul","wed","593","2","999","0","nonexistent","no"
"13373","33","admin","married","high school","no","no","no","cellular","jul","wed","156","1","999","0","nonexistent","no"
"13374","40","blue-collar","divorced","basic","no","no","no","telephone","jul","wed","246","3","999","0","nonexistent","no"
"13375","27","technician","single","high school","no","no","no","cellular","jul","wed","445","2","999","0","nonexistent","no"
"13376","57","entrepreneur","married","university degree","no","no","no","telephone","jul","wed","337","1","999","0","nonexistent","no"
"13377","58","retired","married","basic","no","no","no","cellular","jul","wed","1014","1","999","0","nonexistent","yes"
"13378","36","services","single","high school","no","no","no","cellular","jul","wed","399","17","999","0","nonexistent","no"
"13379","32","admin","single","university degree","no","no","no","telephone","jul","wed","85","5","999","0","nonexistent","no"
"13380","33","technician","married","university degree","no","no","no","telephone","jul","wed","19","8","999","0","nonexistent","no"
"13381","51","blue-collar","divorced","basic","no","yes","no","cellular","jul","wed","173","1","999","0","nonexistent","no"
"13382","57","blue-collar","married","basic","no","yes","yes","telephone","jul","wed","10","19","999","0","nonexistent","no"
"13383","48","technician","single","professional degree","no","yes","yes","telephone","jul","wed","17","1","999","0","nonexistent","no"
"13384","28","blue-collar","single","professional degree","no","no","no","cellular","jul","wed","1290","4","999","0","nonexistent","yes"
"13385","55","management","divorced","basic","no","no","no","telephone","jul","wed","297","5","999","0","nonexistent","no"
"13386","54","management","married","university degree","no","yes","no","cellular","jul","wed","281","3","999","0","nonexistent","no"
"13387","31","admin","married","university degree","no","yes","no","telephone","jul","wed","193","4","999","0","nonexistent","no"
"13388","47","admin","married","university degree","no","no","no","telephone","jul","wed","76","1","999","0","nonexistent","no"
"13389","35","technician","single","university degree","no","no","no","cellular","jul","wed","128","2","999","0","nonexistent","no"
"13390","44","unemployed","married","basic","no","yes","no","telephone","jul","wed","73","10","999","0","nonexistent","no"
"13391","56","blue-collar","married","basic","no","no","no","telephone","jul","wed","39","1","999","0","nonexistent","no"
"13392","56","blue-collar","married","basic","no","yes","no","telephone","jul","wed","300","1","999","0","nonexistent","no"
"13393","32","technician","single","university degree","no","yes","yes","telephone","jul","wed","16","43","999","0","nonexistent","no"
"13394","45","technician","married","professional degree","no","no","no","telephone","jul","wed","20","5","999","0","nonexistent","no"
"13395","28","technician","single","university degree","no","yes","no","cellular","jul","wed","115","2","999","0","nonexistent","no"
"13396","31","admin","single","high school","no","no","no","cellular","jul","wed","90","1","999","0","nonexistent","no"
"13397","27","admin","married","university degree","no","no","no","cellular","jul","wed","607","4","999","0","nonexistent","no"
"13398","25","blue-collar","single","basic","no","yes","no","telephone","jul","wed","236","4","999","0","nonexistent","no"
"13399","31","admin","single","high school","no","no","no","cellular","jul","wed","150","1","999","0","nonexistent","no"
"13400","38","technician","married","professional degree","no","no","no","telephone","jul","wed","56","1","999","0","nonexistent","no"
"13401","42","admin","married","university degree","no","no","no","cellular","jul","wed","799","6","999","0","nonexistent","no"
"13402","36","technician","divorced","basic","no","no","no","telephone","jul","wed","372","1","999","0","nonexistent","no"
"13403","39","blue-collar","married","basic","no","yes","no","cellular","jul","wed","1439","6","999","0","nonexistent","yes"
"13404","41","admin","married","basic","no","yes","no","telephone","jul","wed","120","3","999","0","nonexistent","no"
"13405","36","technician","divorced","basic","no","no","no","telephone","jul","wed","119","1","999","0","nonexistent","no"
"13406","27","admin","single","university degree","no","no","no","cellular","jul","wed","919","2","999","0","nonexistent","yes"
"13407","45","technician","married","professional degree","no","no","no","telephone","jul","wed","130","6","999","0","nonexistent","no"
"13408","51","blue-collar","married","basic","no","no","no","cellular","jul","wed","227","1","999","0","nonexistent","no"
"13409","36","technician","divorced","basic","no","yes","no","cellular","jul","wed","497","1","999","0","nonexistent","no"
"13410","25","services","single","university degree","no","yes","no","cellular","jul","wed","170","1","999","0","nonexistent","no"
"13411","53","services","divorced","basic","no","yes","no","cellular","jul","wed","89","1","999","0","nonexistent","no"
"13412","53","services","divorced","basic","no","yes","no","cellular","jul","wed","185","1","999","0","nonexistent","no"
"13413","52","blue-collar","divorced","basic","no","no","no","cellular","jul","wed","630","4","999","0","nonexistent","no"
"13414","51","blue-collar","married","basic","no","yes","no","telephone","jul","wed","139","1","999","0","nonexistent","no"
"13415","54","housemaid","married","basic","no","no","no","cellular","jul","wed","196","1","999","0","nonexistent","no"
"13416","26","services","married","high school","no","yes","yes","cellular","jul","wed","134","4","999","0","nonexistent","no"
"13417","30","services","single","high school","no","no","no","cellular","jul","wed","1426","3","999","0","nonexistent","yes"
"13418","27","retired","single","basic","no","no","no","cellular","jul","thu","121","1","999","0","nonexistent","no"
"13419","32","blue-collar","married","basic","no","yes","no","cellular","jul","thu","307","1","999","0","nonexistent","no"
"13420","32","admin","divorced","university degree","no","no","no","cellular","jul","thu","75","1","999","0","nonexistent","no"
"13421","32","admin","divorced","university degree","no","yes","no","cellular","jul","thu","151","1","999","0","nonexistent","no"
"13422","33","blue-collar","married","basic","no","no","no","cellular","jul","thu","143","1","999","0","nonexistent","no"
"13423","31","blue-collar","married","basic","no","no","no","telephone","jul","thu","317","2","999","0","nonexistent","no"
"13424","32","admin","divorced","university degree","no","yes","no","cellular","jul","thu","668","1","999","0","nonexistent","no"
"13425","44","blue-collar","married","basic","no","no","no","cellular","jul","thu","168","1","999","0","nonexistent","no"
"13426","48","blue-collar","married","basic","no","yes","no","cellular","jul","thu","122","1","999","0","nonexistent","no"
"13427","40","blue-collar","married","basic","no","yes","no","cellular","jul","thu","67","1","999","0","nonexistent","no"
"13428","57","retired","married","basic","no","yes","no","cellular","jul","thu","496","1","999","0","nonexistent","no"
"13429","31","blue-collar","divorced","basic","no","yes","no","cellular","jul","thu","315","1","999","0","nonexistent","no"
"13430","40","blue-collar","married","basic","no","no","yes","telephone","jul","thu","29","1","999","0","nonexistent","no"
"13431","40","blue-collar","married","basic","no","yes","no","cellular","jul","thu","123","1","999","0","nonexistent","no"
"13432","40","blue-collar","married","basic","no","yes","no","cellular","jul","thu","214","1","999","0","nonexistent","no"
"13433","40","blue-collar","married","basic","no","yes","yes","cellular","jul","thu","181","1","999","0","nonexistent","no"
"13434","40","blue-collar","married","basic","no","yes","no","cellular","jul","thu","347","1","999","0","nonexistent","no"
"13435","27","admin","married","high school","no","no","no","cellular","jul","thu","88","1","999","0","nonexistent","no"
"13436","27","admin","married","high school","no","yes","no","cellular","jul","thu","141","1","999","0","nonexistent","no"
"13437","31","technician","single","university degree","no","no","no","cellular","jul","thu","305","1","999","0","nonexistent","no"
"13438","30","services","married","high school","no","no","no","cellular","jul","thu","111","1","999","0","nonexistent","no"
"13439","26","admin","single","high school","no","no","no","cellular","jul","thu","241","4","999","0","nonexistent","no"
"13440","51","unemployed","married","professional degree","no","yes","yes","cellular","jul","thu","901","1","999","0","nonexistent","yes"
"13441","55","housemaid","married","basic","no","no","no","cellular","jul","thu","185","1","999","0","nonexistent","no"
"13442","57","technician","divorced","professional degree","no","yes","yes","cellular","jul","thu","235","1","999","0","nonexistent","no"
"13443","50","management","married","university degree","no","no","no","cellular","jul","thu","144","1","999","0","nonexistent","no"
"13444","39","blue-collar","married","basic","no","yes","no","cellular","jul","thu","75","1","999","0","nonexistent","no"
"13445","39","blue-collar","married","basic","no","yes","no","cellular","jul","thu","266","1","999","0","nonexistent","no"
"13446","27","technician","single","professional degree","no","yes","no","cellular","jul","thu","121","3","999","0","nonexistent","no"
"13447","57","retired","divorced","high school","no","yes","no","cellular","jul","thu","162","6","999","0","nonexistent","no"
"13448","34","technician","single","university degree","no","yes","no","cellular","jul","thu","192","1","999","0","nonexistent","no"
"13449","34","technician","single","university degree","no","yes","no","cellular","jul","thu","124","1","999","0","nonexistent","no"
"13450","34","technician","single","university degree","no","yes","no","cellular","jul","thu","560","1","999","0","nonexistent","yes"
"13451","48","technician","divorced","professional degree","no","yes","no","cellular","jul","thu","108","2","999","0","nonexistent","no"
"13452","28","admin","single","university degree","no","no","yes","cellular","jul","thu","93","1","999","0","nonexistent","no"
"13453","34","blue-collar","married","basic","no","yes","yes","cellular","jul","thu","196","1","999","0","nonexistent","no"
"13454","50","management","married","university degree","no","yes","no","cellular","jul","thu","1019","1","999","0","nonexistent","no"
"13455","36","admin","single","high school","no","no","no","cellular","jul","thu","165","1","999","0","nonexistent","no"
"13456","36","admin","single","high school","no","yes","no","telephone","jul","thu","140","1","999","0","nonexistent","no"
"13457","46","admin","divorced","university degree","no","yes","yes","telephone","jul","thu","73","1","999","0","nonexistent","no"
"13458","36","services","married","high school","no","no","no","cellular","jul","thu","211","1","999","0","nonexistent","no"
"13459","36","services","married","high school","no","no","no","cellular","jul","thu","156","1","999","0","nonexistent","no"
"13460","48","technician","married","basic","no","no","no","cellular","jul","thu","119","5","999","0","nonexistent","no"
"13461","25","blue-collar","married","basic","no","no","no","telephone","jul","thu","30","2","999","0","nonexistent","no"
"13462","27","blue-collar","single","basic","no","yes","no","cellular","jul","thu","402","1","999","0","nonexistent","no"
"13463","37","technician","divorced","university degree","no","no","no","cellular","jul","thu","132","1","999","0","nonexistent","no"
"13464","34","technician","single","university degree","no","yes","yes","cellular","jul","thu","1065","1","999","0","nonexistent","no"
"13465","55","services","married","high school","no","no","yes","cellular","jul","thu","371","1","999","0","nonexistent","no"
"13466","33","technician","married","professional degree","no","yes","no","cellular","jul","thu","226","1","999","0","nonexistent","no"
"13467","49","admin","divorced","university degree","no","no","no","cellular","jul","thu","105","1","999","0","nonexistent","no"
"13468","36","blue-collar","married","basic","no","yes","no","cellular","jul","thu","194","1","999","0","nonexistent","no"
"13469","36","blue-collar","married","basic","no","no","no","cellular","jul","thu","218","1","999","0","nonexistent","no"
"13470","36","blue-collar","married","basic","no","no","yes","cellular","jul","thu","158","1","999","0","nonexistent","no"
"13471","36","blue-collar","married","basic","no","yes","no","cellular","jul","thu","209","1","999","0","nonexistent","no"
"13472","23","blue-collar","single","basic","no","no","no","cellular","jul","thu","168","1","999","0","nonexistent","no"
"13473","36","blue-collar","married","basic","no","yes","no","cellular","jul","thu","387","1","999","0","nonexistent","no"
"13474","36","blue-collar","married","basic","no","yes","no","cellular","jul","thu","68","1","999","0","nonexistent","no"
"13475","36","blue-collar","married","basic","no","yes","no","cellular","jul","thu","217","1","999","0","nonexistent","no"
"13476","36","blue-collar","married","basic","no","no","no","cellular","jul","thu","183","1","999","0","nonexistent","no"
"13477","33","blue-collar","single","basic","no","no","no","cellular","jul","thu","854","1","999","0","nonexistent","yes"
"13478","31","services","married","high school","no","yes","no","cellular","jul","thu","129","1","999","0","nonexistent","no"
"13479","42","blue-collar","married","basic","no","no","no","cellular","jul","thu","121","1","999","0","nonexistent","no"
"13480","40","blue-collar","divorced","basic","no","yes","no","cellular","jul","thu","41","1","999","0","nonexistent","no"
"13481","40","blue-collar","divorced","basic","no","no","no","cellular","jul","thu","160","1","999","0","nonexistent","no"
"13482","46","admin","divorced","university degree","no","yes","no","cellular","jul","thu","89","1","999","0","nonexistent","no"
"13483","56","admin","married","basic","no","yes","no","cellular","jul","thu","105","1","999","0","nonexistent","no"
"13484","34","technician","married","university degree","no","no","no","cellular","jul","thu","76","1","999","0","nonexistent","no"
"13485","31","blue-collar","married","basic","no","yes","no","cellular","jul","thu","192","1","999","0","nonexistent","no"
"13486","36","blue-collar","married","basic","no","yes","no","cellular","jul","thu","272","1","999","0","nonexistent","no"
"13487","31","blue-collar","married","basic","no","yes","no","telephone","jul","thu","364","1","999","0","nonexistent","no"
"13488","32","technician","married","professional degree","no","yes","no","cellular","jul","thu","255","1","999","0","nonexistent","yes"
"13489","32","blue-collar","divorced","basic","no","no","no","cellular","jul","thu","624","1","999","0","nonexistent","no"
"13490","31","admin","divorced","high school","no","no","no","cellular","jul","thu","128","6","999","0","nonexistent","no"
"13491","35","admin","single","university degree","no","no","no","cellular","jul","thu","250","1","999","0","nonexistent","no"
"13492","46","admin","divorced","university degree","no","yes","no","cellular","jul","thu","51","1","999","0","nonexistent","no"
"13493","49","blue-collar","married","basic","no","no","no","telephone","jul","thu","75","1","999","0","nonexistent","no"
"13494","25","services","single","professional degree","no","yes","no","cellular","jul","thu","384","1","999","0","nonexistent","no"
"13495","49","blue-collar","married","basic","no","yes","no","cellular","jul","thu","268","1","999","0","nonexistent","no"
"13496","32","services","single","basic","no","yes","no","cellular","jul","thu","165","1","999","0","nonexistent","no"
"13497","35","admin","single","university degree","no","no","no","cellular","jul","thu","863","1","999","0","nonexistent","yes"
"13498","33","technician","married","university degree","no","yes","no","cellular","jul","thu","42","1","999","0","nonexistent","no"
"13499","34","blue-collar","divorced","basic","no","yes","no","cellular","jul","thu","181","1","999","0","nonexistent","no"
"13500","25","technician","single","professional degree","no","yes","no","cellular","jul","thu","234","1","999","0","nonexistent","no"
"13501","38","housemaid","married","high school","no","no","no","telephone","jul","thu","121","1","999","0","nonexistent","no"
"13502","46","admin","divorced","university degree","no","yes","no","cellular","jul","thu","190","1","999","0","nonexistent","no"
"13503","39","blue-collar","married","basic","no","no","no","cellular","jul","thu","298","1","999","0","nonexistent","no"
"13504","38","housemaid","married","high school","no","no","no","cellular","jul","thu","356","1","999","0","nonexistent","no"
"13505","25","technician","single","professional degree","no","yes","no","cellular","jul","thu","783","1","999","0","nonexistent","no"
"13506","30","admin","married","high school","no","no","no","cellular","jul","thu","165","1","999","0","nonexistent","no"
"13507","23","blue-collar","single","high school","no","no","no","cellular","jul","thu","228","1","999","0","nonexistent","no"
"13508","29","student","single","university degree","no","no","no","cellular","jul","thu","104","1","999","0","nonexistent","no"
"13509","36","blue-collar","married","basic","no","no","no","cellular","jul","thu","1102","1","999","0","nonexistent","no"
"13510","29","admin","single","university degree","no","no","no","cellular","jul","thu","441","1","999","0","nonexistent","no"
"13511","29","student","single","university degree","no","yes","no","cellular","jul","thu","370","1","999","0","nonexistent","no"
"13512","29","student","single","university degree","no","yes","no","cellular","jul","thu","489","1","999","0","nonexistent","no"
"13513","25","admin","single","high school","no","yes","no","cellular","jul","thu","103","1","999","0","nonexistent","no"
"13514","25","admin","single","high school","no","no","no","cellular","jul","thu","67","1","999","0","nonexistent","no"
"13515","25","admin","single","high school","no","no","yes","cellular","jul","thu","277","1","999","0","nonexistent","no"
"13516","54","retired","married","high school","no","yes","no","cellular","jul","thu","154","1","999","0","nonexistent","no"
"13517","59","management","married","university degree","no","no","no","cellular","jul","thu","144","1","999","0","nonexistent","no"
"13518","39","blue-collar","single","basic","no","no","no","cellular","jul","thu","633","1","999","0","nonexistent","no"
"13519","42","blue-collar","married","basic","no","no","no","cellular","jul","thu","214","1","999","0","nonexistent","no"
"13520","32","blue-collar","married","basic","no","no","no","cellular","jul","thu","176","1","999","0","nonexistent","no"
"13521","54","unemployed","married","university degree","no","no","no","telephone","jul","thu","106","1","999","0","nonexistent","no"
"13522","29","admin","married","university degree","no","no","no","cellular","jul","thu","37","1","999","0","nonexistent","no"
"13523","37","technician","married","university degree","no","no","no","cellular","jul","thu","793","1","999","0","nonexistent","no"
"13524","41","blue-collar","married","basic","no","yes","no","cellular","jul","thu","473","1","999","0","nonexistent","no"
"13525","30","self-employed","married","university degree","no","yes","no","cellular","jul","thu","140","2","999","0","nonexistent","no"
"13526","28","admin","married","high school","no","no","no","cellular","jul","thu","964","1","999","0","nonexistent","no"
"13527","38","services","divorced","high school","no","no","no","cellular","jul","thu","503","1","999","0","nonexistent","no"
"13528","26","technician","married","professional degree","no","no","no","cellular","jul","thu","439","1","999","0","nonexistent","no"
"13529","25","technician","married","professional degree","no","no","no","cellular","jul","thu","71","3","999","0","nonexistent","no"
"13530","32","services","married","high school","no","no","no","cellular","jul","thu","174","1","999","0","nonexistent","no"
"13531","26","technician","married","professional degree","no","yes","no","cellular","jul","thu","804","1","999","0","nonexistent","yes"
"13532","27","technician","married","professional degree","no","yes","no","cellular","jul","thu","347","1","999","0","nonexistent","no"
"13533","46","admin","divorced","university degree","no","no","no","cellular","jul","thu","642","1","999","0","nonexistent","no"
"13534","46","management","married","high school","no","no","no","cellular","jul","thu","103","1","999","0","nonexistent","no"
"13535","46","management","married","high school","no","yes","no","cellular","jul","thu","58","1","999","0","nonexistent","no"
"13536","25","technician","single","professional degree","no","yes","no","cellular","jul","thu","660","1","999","0","nonexistent","no"
"13537","31","management","single","university degree","no","yes","yes","cellular","jul","thu","221","1","999","0","nonexistent","no"
"13538","46","management","married","high school","no","yes","no","cellular","jul","thu","329","1","999","0","nonexistent","no"
"13539","36","admin","divorced","university degree","no","yes","no","cellular","jul","thu","187","1","999","0","nonexistent","no"
"13540","36","admin","divorced","university degree","no","no","no","telephone","jul","thu","39","1","999","0","nonexistent","no"
"13541","43","blue-collar","single","basic","no","yes","no","cellular","jul","thu","982","1","999","0","nonexistent","yes"
"13542","42","admin","single","university degree","no","yes","no","cellular","jul","thu","324","1","999","0","nonexistent","no"
"13543","27","technician","single","professional degree","no","no","no","cellular","jul","thu","171","1","999","0","nonexistent","no"
"13544","31","student","married","high school","no","no","no","cellular","jul","thu","149","1","999","0","nonexistent","no"
"13545","51","admin","married","university degree","no","yes","no","cellular","jul","thu","147","1","999","0","nonexistent","no"
"13546","30","blue-collar","single","basic","no","yes","no","cellular","jul","thu","45","1","999","0","nonexistent","no"
"13547","58","services","married","high school","no","no","no","cellular","jul","thu","224","1","999","0","nonexistent","no"
"13548","33","technician","single","professional degree","no","no","no","cellular","jul","thu","165","1","999","0","nonexistent","no"
"13549","32","admin","single","university degree","no","yes","no","cellular","jul","thu","150","1","999","0","nonexistent","no"
"13550","32","admin","single","university degree","no","yes","no","cellular","jul","thu","117","1","999","0","nonexistent","no"
"13551","38","blue-collar","single","basic","no","yes","yes","cellular","jul","thu","95","1","999","0","nonexistent","no"
"13552","32","admin","single","university degree","no","no","no","cellular","jul","thu","349","1","999","0","nonexistent","no"
"13553","32","blue-collar","married","basic","no","yes","no","cellular","jul","thu","96","1","999","0","nonexistent","no"
"13554","29","technician","single","university degree","no","no","no","cellular","jul","thu","292","1","999","0","nonexistent","no"
"13555","32","admin","single","university degree","no","no","no","cellular","jul","thu","792","1","999","0","nonexistent","no"
"13556","32","technician","single","university degree","no","yes","no","cellular","jul","thu","100","1","999","0","nonexistent","no"
"13557","30","technician","single","professional degree","no","yes","no","cellular","jul","thu","369","6","999","0","nonexistent","no"
"13558","32","technician","single","university degree","no","yes","no","cellular","jul","thu","184","1","999","0","nonexistent","no"
"13559","32","technician","single","university degree","no","yes","no","cellular","jul","thu","285","1","999","0","nonexistent","no"
"13560","25","admin","single","high school","no","yes","no","cellular","jul","thu","418","4","999","0","nonexistent","no"
"13561","25","admin","single","high school","no","yes","no","telephone","jul","thu","532","2","999","0","nonexistent","no"
"13562","34","student","divorced","basic","no","yes","no","cellular","jul","thu","467","1","999","0","nonexistent","no"
"13563","51","blue-collar","married","basic","no","yes","no","telephone","jul","thu","38","1","999","0","nonexistent","no"
"13564","54","blue-collar","married","basic","no","yes","no","cellular","jul","thu","220","1","999","0","nonexistent","no"
"13565","46","admin","divorced","university degree","no","yes","no","cellular","jul","thu","330","1","999","0","nonexistent","no"
"13566","57","management","married","basic","no","no","yes","cellular","jul","thu","584","1","999","0","nonexistent","yes"
"13567","34","technician","married","high school","no","no","yes","cellular","jul","thu","185","1","999","0","nonexistent","no"
"13568","29","blue-collar","married","basic","no","no","no","cellular","jul","thu","613","1","999","0","nonexistent","no"
"13569","32","admin","single","university degree","no","no","no","cellular","jul","thu","152","6","999","0","nonexistent","no"
"13570","45","management","married","university degree","no","no","yes","cellular","jul","thu","542","1","999","0","nonexistent","no"
